filename,width,height,class,xmin,ymin,xmax,ymax
prashant_icu_mon-16_2022_11_28_17_16_38_jpeg_jpg.rf.03708ef147c3e41207b474974fbb6e68.jpg,800,500,SPO2,626,204,755,285
prashant_icu_mon-16_2022_11_28_17_16_38_jpeg_jpg.rf.03708ef147c3e41207b474974fbb6e68.jpg,800,500,RR,614,402,742,484
hcgnagpur_icu_mon-401_2022_10_23_13_30_1_jpeg_jpg.rf.0351c2b46b0be514e1ed95fc5e06193f.jpg,800,500,HR,86,57,240,159
hcgnagpur_icu_mon-401_2022_10_23_13_30_1_jpeg_jpg.rf.0351c2b46b0be514e1ed95fc5e06193f.jpg,800,500,SBP,7,223,118,274
hcgnagpur_icu_mon-401_2022_10_23_13_30_1_jpeg_jpg.rf.0351c2b46b0be514e1ed95fc5e06193f.jpg,800,500,DBP,176,220,254,271
hcgnagpur_icu_mon-401_2022_10_23_13_30_1_jpeg_jpg.rf.0351c2b46b0be514e1ed95fc5e06193f.jpg,800,500,MAP,89,272,179,301
hcgnagpur_icu_mon-401_2022_10_23_13_30_1_jpeg_jpg.rf.0351c2b46b0be514e1ed95fc5e06193f.jpg,800,500,SPO2,110,337,233,411
hcgnagpur_icu_mon-401_2022_10_23_13_30_1_jpeg_jpg.rf.0351c2b46b0be514e1ed95fc5e06193f.jpg,800,500,RR,176,439,239,477
prashant_icu_mon-16_2022_12_5_6_17_3_jpeg_jpg.rf.02cbd74c9e352da4b15816f4e9f01858.jpg,800,500,HR,618,38,748,123
prashant_icu_mon-16_2022_12_5_6_17_3_jpeg_jpg.rf.02cbd74c9e352da4b15816f4e9f01858.jpg,800,500,RR,630,391,756,484
hcgranchi_sicu_mon-326_2022_11_13_12_6_12_jpeg_jpg.rf.02d501bd28caedf250b17bf66dea5fb1.jpg,800,500,HR,602,52,655,96
hcgranchi_sicu_mon-326_2022_11_13_12_6_12_jpeg_jpg.rf.02d501bd28caedf250b17bf66dea5fb1.jpg,800,500,SBP,600,112,637,143
hcgranchi_sicu_mon-326_2022_11_13_12_6_12_jpeg_jpg.rf.02d501bd28caedf250b17bf66dea5fb1.jpg,800,500,DBP,686,116,722,147
hcgranchi_sicu_mon-326_2022_11_13_12_6_12_jpeg_jpg.rf.02d501bd28caedf250b17bf66dea5fb1.jpg,800,500,MAP,771,118,790,136
hcgranchi_sicu_mon-326_2022_11_13_12_6_12_jpeg_jpg.rf.02d501bd28caedf250b17bf66dea5fb1.jpg,800,500,SPO2,600,226,667,277
hcgranchi_sicu_mon-326_2022_11_13_12_6_12_jpeg_jpg.rf.02d501bd28caedf250b17bf66dea5fb1.jpg,800,500,RR,600,287,637,334
prashant_icu_mon-1_2022_11_28_23_15_1_jpeg_jpg.rf.041c482d1a7dd38262c8c9a063c87f55.jpg,800,500,HR,548,36,745,121
prashant_icu_mon-1_2022_11_28_23_15_1_jpeg_jpg.rf.041c482d1a7dd38262c8c9a063c87f55.jpg,800,500,SBP,60,387,166,438
prashant_icu_mon-1_2022_11_28_23_15_1_jpeg_jpg.rf.041c482d1a7dd38262c8c9a063c87f55.jpg,800,500,DBP,195,392,303,442
prashant_icu_mon-1_2022_11_28_23_15_1_jpeg_jpg.rf.041c482d1a7dd38262c8c9a063c87f55.jpg,800,500,MAP,374,395,443,433
prashant_icu_mon-1_2022_11_28_23_15_1_jpeg_jpg.rf.041c482d1a7dd38262c8c9a063c87f55.jpg,800,500,SPO2,556,188,744,271
prashant_icu_mon-1_2022_11_28_23_15_1_jpeg_jpg.rf.041c482d1a7dd38262c8c9a063c87f55.jpg,800,500,RR,586,373,698,448
prashant_icu_mon-1_2022_11_28_21_15_1_jpeg_jpg.rf.04c4ad4caf47b9c3867921c252ffe9cf.jpg,800,500,HR,583,36,716,116
prashant_icu_mon-1_2022_11_28_21_15_1_jpeg_jpg.rf.04c4ad4caf47b9c3867921c252ffe9cf.jpg,800,500,SPO2,600,188,733,265
prashant_icu_mon-1_2022_11_28_21_15_1_jpeg_jpg.rf.04c4ad4caf47b9c3867921c252ffe9cf.jpg,800,500,RR,593,365,725,448
hcgnagpur_icu_mon-402_2022_10_10_17_30_13_jpeg_jpg.rf.040f4044bb8fba8bc282b8e7e3940946.jpg,800,500,HR,90,56,246,156
hcgnagpur_icu_mon-402_2022_10_10_17_30_13_jpeg_jpg.rf.040f4044bb8fba8bc282b8e7e3940946.jpg,800,500,SBP,0,219,112,271
hcgnagpur_icu_mon-402_2022_10_10_17_30_13_jpeg_jpg.rf.040f4044bb8fba8bc282b8e7e3940946.jpg,800,500,DBP,171,218,248,270
hcgnagpur_icu_mon-402_2022_10_10_17_30_13_jpeg_jpg.rf.040f4044bb8fba8bc282b8e7e3940946.jpg,800,500,MAP,78,270,168,299
hcgnagpur_icu_mon-402_2022_10_10_17_30_13_jpeg_jpg.rf.040f4044bb8fba8bc282b8e7e3940946.jpg,800,500,SPO2,39,332,217,411
hcgnagpur_icu_mon-402_2022_10_10_17_30_13_jpeg_jpg.rf.040f4044bb8fba8bc282b8e7e3940946.jpg,800,500,RR,157,435,215,476
prashant_icu_mon-16_2022_11_27_12_16_58_jpeg_jpg.rf.04e56a21cd9a19175011c628f0ae0aaf.jpg,800,500,HR,561,38,762,124
prashant_icu_mon-16_2022_11_27_12_16_58_jpeg_jpg.rf.04e56a21cd9a19175011c628f0ae0aaf.jpg,800,500,SBP,53,467,135,499
prashant_icu_mon-16_2022_11_27_12_16_58_jpeg_jpg.rf.04e56a21cd9a19175011c628f0ae0aaf.jpg,800,500,DBP,167,459,250,499
prashant_icu_mon-16_2022_11_27_12_16_58_jpeg_jpg.rf.04e56a21cd9a19175011c628f0ae0aaf.jpg,800,500,MAP,383,455,446,500
prashant_icu_mon-16_2022_11_27_12_16_58_jpeg_jpg.rf.04e56a21cd9a19175011c628f0ae0aaf.jpg,800,500,RR,601,415,729,498
prashant_icu_mon-16_2022_12_6_5_17_34_jpeg_jpg.rf.04b0a9f70154596c26241a2cac733443.jpg,800,500,HR,604,39,742,116
prashant_icu_mon-16_2022_12_6_5_17_34_jpeg_jpg.rf.04b0a9f70154596c26241a2cac733443.jpg,800,500,RR,623,387,746,473
lifecarehospital_icu_mon-214_2022_9_9_8_30_27_jpeg_jpg.rf.04e75eb86d8f5923ca623aef7b1a943c.jpg,800,500,HR,102,37,205,116
lifecarehospital_icu_mon-214_2022_9_9_8_30_27_jpeg_jpg.rf.04e75eb86d8f5923ca623aef7b1a943c.jpg,800,500,SBP,479,65,589,135
lifecarehospital_icu_mon-214_2022_9_9_8_30_27_jpeg_jpg.rf.04e75eb86d8f5923ca623aef7b1a943c.jpg,800,500,DBP,614,72,742,142
lifecarehospital_icu_mon-214_2022_9_9_8_30_27_jpeg_jpg.rf.04e75eb86d8f5923ca623aef7b1a943c.jpg,800,500,MAP,578,156,683,197
lifecarehospital_icu_mon-214_2022_9_9_8_30_27_jpeg_jpg.rf.04e75eb86d8f5923ca623aef7b1a943c.jpg,800,500,SPO2,96,208,239,299
lifecarehospital_icu_mon-214_2022_9_9_8_30_27_jpeg_jpg.rf.04e75eb86d8f5923ca623aef7b1a943c.jpg,800,500,RR,478,222,553,300
hcgranchi_sicu_mon-326_2022_11_22_15_0_35_jpeg_jpg.rf.04e9c1aaebd26384bed4f2ece1434bc3.jpg,800,500,HR,550,30,603,68
hcgranchi_sicu_mon-326_2022_11_22_15_0_35_jpeg_jpg.rf.04e9c1aaebd26384bed4f2ece1434bc3.jpg,800,500,SBP,552,81,598,113
hcgranchi_sicu_mon-326_2022_11_22_15_0_35_jpeg_jpg.rf.04e9c1aaebd26384bed4f2ece1434bc3.jpg,800,500,DBP,629,82,664,111
hcgranchi_sicu_mon-326_2022_11_22_15_0_35_jpeg_jpg.rf.04e9c1aaebd26384bed4f2ece1434bc3.jpg,800,500,MAP,708,82,729,102
hcgranchi_sicu_mon-326_2022_11_22_15_0_35_jpeg_jpg.rf.04e9c1aaebd26384bed4f2ece1434bc3.jpg,800,500,SPO2,550,183,601,226
hcgranchi_sicu_mon-326_2022_11_22_15_0_35_jpeg_jpg.rf.04e9c1aaebd26384bed4f2ece1434bc3.jpg,800,500,RR,550,233,596,278
siukaphahospital_icu_mon-5_2022_12_3_20_15_48_jpeg_jpg.rf.053e3a6e2c213bb316cb7044f277f9cc.jpg,800,500,HR,533,45,718,127
siukaphahospital_icu_mon-5_2022_12_3_20_15_48_jpeg_jpg.rf.053e3a6e2c213bb316cb7044f277f9cc.jpg,800,500,SBP,86,436,163,486
siukaphahospital_icu_mon-5_2022_12_3_20_15_48_jpeg_jpg.rf.053e3a6e2c213bb316cb7044f277f9cc.jpg,800,500,DBP,197,425,278,484
siukaphahospital_icu_mon-5_2022_12_3_20_15_48_jpeg_jpg.rf.053e3a6e2c213bb316cb7044f277f9cc.jpg,800,500,MAP,396,418,453,460
siukaphahospital_icu_mon-5_2022_12_3_20_15_48_jpeg_jpg.rf.053e3a6e2c213bb316cb7044f277f9cc.jpg,800,500,SPO2,599,197,726,272
siukaphahospital_icu_mon-5_2022_12_3_20_15_48_jpeg_jpg.rf.053e3a6e2c213bb316cb7044f277f9cc.jpg,800,500,RR,602,377,717,454
prashant_icu_mon-16_2022_11_26_21_16_54_jpeg_jpg.rf.0685ddc9a44cb766873d8bb4c164a200.jpg,800,500,HR,566,38,761,125
prashant_icu_mon-16_2022_11_26_21_16_54_jpeg_jpg.rf.0685ddc9a44cb766873d8bb4c164a200.jpg,800,500,SBP,96,439,176,493
prashant_icu_mon-16_2022_11_26_21_16_54_jpeg_jpg.rf.0685ddc9a44cb766873d8bb4c164a200.jpg,800,500,DBP,205,443,281,490
prashant_icu_mon-16_2022_11_26_21_16_54_jpeg_jpg.rf.0685ddc9a44cb766873d8bb4c164a200.jpg,800,500,RR,615,411,739,492
prashant_icu_mon-16_2022_12_6_8_17_33_jpeg_jpg.rf.0687cae53de4ee8b02c96bf8c1f62052.jpg,800,500,HR,596,27,729,118
prashant_icu_mon-16_2022_12_6_8_17_33_jpeg_jpg.rf.0687cae53de4ee8b02c96bf8c1f62052.jpg,800,500,RR,617,394,755,482
charaklucknow_icu_mon-3_2022_10_25_23_15_24_jpeg_jpg.rf.06bdab485017a0772e98f4d879aba93a.jpg,800,500,HR,129,75,269,164
charaklucknow_icu_mon-3_2022_10_25_23_15_24_jpeg_jpg.rf.06bdab485017a0772e98f4d879aba93a.jpg,800,500,SBP,59,224,157,270
charaklucknow_icu_mon-3_2022_10_25_23_15_24_jpeg_jpg.rf.06bdab485017a0772e98f4d879aba93a.jpg,800,500,DBP,207,225,278,270
charaklucknow_icu_mon-3_2022_10_25_23_15_24_jpeg_jpg.rf.06bdab485017a0772e98f4d879aba93a.jpg,800,500,MAP,125,268,209,299
charaklucknow_icu_mon-3_2022_10_25_23_15_24_jpeg_jpg.rf.06bdab485017a0772e98f4d879aba93a.jpg,800,500,SPO2,90,329,241,396
charaklucknow_icu_mon-3_2022_10_25_23_15_24_jpeg_jpg.rf.06bdab485017a0772e98f4d879aba93a.jpg,800,500,RR,218,433,272,467
hcgranchi_sicu_mon-326_2022_11_19_3_0_32_jpeg_jpg.rf.05bd90a31607a1c9fc2f35be2c3b1a58.jpg,800,500,HR,562,77,637,132
hcgranchi_sicu_mon-326_2022_11_19_3_0_32_jpeg_jpg.rf.05bd90a31607a1c9fc2f35be2c3b1a58.jpg,800,500,SBP,565,150,615,187
hcgranchi_sicu_mon-326_2022_11_19_3_0_32_jpeg_jpg.rf.05bd90a31607a1c9fc2f35be2c3b1a58.jpg,800,500,DBP,659,147,698,183
hcgranchi_sicu_mon-326_2022_11_19_3_0_32_jpeg_jpg.rf.05bd90a31607a1c9fc2f35be2c3b1a58.jpg,800,500,MAP,750,146,775,164
hcgranchi_sicu_mon-326_2022_11_19_3_0_32_jpeg_jpg.rf.05bd90a31607a1c9fc2f35be2c3b1a58.jpg,800,500,SPO2,576,281,647,333
hcgranchi_sicu_mon-326_2022_11_19_3_0_32_jpeg_jpg.rf.05bd90a31607a1c9fc2f35be2c3b1a58.jpg,800,500,RR,572,345,630,401
hcgnagpur_icu_mon-402_2022_10_3_18_30_34_jpeg_jpg.rf.06ce412aeafd1c597951236d81e8511d.jpg,800,500,HR,84,53,237,157
hcgnagpur_icu_mon-402_2022_10_3_18_30_34_jpeg_jpg.rf.06ce412aeafd1c597951236d81e8511d.jpg,800,500,SBP,0,223,108,275
hcgnagpur_icu_mon-402_2022_10_3_18_30_34_jpeg_jpg.rf.06ce412aeafd1c597951236d81e8511d.jpg,800,500,DBP,168,220,247,270
hcgnagpur_icu_mon-402_2022_10_3_18_30_34_jpeg_jpg.rf.06ce412aeafd1c597951236d81e8511d.jpg,800,500,MAP,76,272,167,302
hcgnagpur_icu_mon-402_2022_10_3_18_30_34_jpeg_jpg.rf.06ce412aeafd1c597951236d81e8511d.jpg,800,500,SPO2,41,340,218,416
hcgnagpur_icu_mon-402_2022_10_3_18_30_34_jpeg_jpg.rf.06ce412aeafd1c597951236d81e8511d.jpg,800,500,RR,158,442,222,480
lifecarehospital_icu_mon-212_2022_9_8_11_0_12_jpeg_jpg.rf.06a368dd1d24e4f5b670717bdfe33cf0.jpg,800,500,HR,77,53,165,137
lifecarehospital_icu_mon-212_2022_9_8_11_0_12_jpeg_jpg.rf.06a368dd1d24e4f5b670717bdfe33cf0.jpg,800,500,SBP,474,75,588,147
lifecarehospital_icu_mon-212_2022_9_8_11_0_12_jpeg_jpg.rf.06a368dd1d24e4f5b670717bdfe33cf0.jpg,800,500,DBP,627,78,752,150
lifecarehospital_icu_mon-212_2022_9_8_11_0_12_jpeg_jpg.rf.06a368dd1d24e4f5b670717bdfe33cf0.jpg,800,500,MAP,595,169,686,211
lifecarehospital_icu_mon-212_2022_9_8_11_0_12_jpeg_jpg.rf.06a368dd1d24e4f5b670717bdfe33cf0.jpg,800,500,SPO2,84,237,200,332
lifecarehospital_icu_mon-212_2022_9_8_11_0_12_jpeg_jpg.rf.06a368dd1d24e4f5b670717bdfe33cf0.jpg,800,500,RR,500,243,579,326
hcgnagpur_icu_mon-401_2022_10_27_18_30_1_jpeg_jpg.rf.06d81cd3836c3a481d640d3736533c54.jpg,800,500,HR,17,58,236,161
hcgnagpur_icu_mon-401_2022_10_27_18_30_1_jpeg_jpg.rf.06d81cd3836c3a481d640d3736533c54.jpg,800,500,SBP,1,225,114,279
hcgnagpur_icu_mon-401_2022_10_27_18_30_1_jpeg_jpg.rf.06d81cd3836c3a481d640d3736533c54.jpg,800,500,DBP,168,223,249,279
hcgnagpur_icu_mon-401_2022_10_27_18_30_1_jpeg_jpg.rf.06d81cd3836c3a481d640d3736533c54.jpg,800,500,MAP,81,278,172,307
hcgnagpur_icu_mon-401_2022_10_27_18_30_1_jpeg_jpg.rf.06d81cd3836c3a481d640d3736533c54.jpg,800,500,SPO2,103,344,227,421
hcgnagpur_icu_mon-401_2022_10_27_18_30_1_jpeg_jpg.rf.06d81cd3836c3a481d640d3736533c54.jpg,800,500,RR,171,443,230,482
aveksha_micu_mon-121_2021_11_24_0_0_3_jpeg_jpg.rf.070d579c554face3ff6cb1d310b08dae.jpg,800,500,HR,14,33,120,134
aveksha_micu_mon-121_2021_11_24_0_0_3_jpeg_jpg.rf.070d579c554face3ff6cb1d310b08dae.jpg,800,500,SBP,434,284,544,370
aveksha_micu_mon-121_2021_11_24_0_0_3_jpeg_jpg.rf.070d579c554face3ff6cb1d310b08dae.jpg,800,500,DBP,594,293,737,381
aveksha_micu_mon-121_2021_11_24_0_0_3_jpeg_jpg.rf.070d579c554face3ff6cb1d310b08dae.jpg,800,500,MAP,556,396,656,447
aveksha_micu_mon-121_2021_11_24_0_0_3_jpeg_jpg.rf.070d579c554face3ff6cb1d310b08dae.jpg,800,500,SPO2,33,251,150,356
aveksha_micu_mon-121_2021_11_24_0_0_3_jpeg_jpg.rf.070d579c554face3ff6cb1d310b08dae.jpg,800,500,RR,447,49,567,155
hcgranchi_sicu_mon-326_2022_11_12_0_0_33_jpeg_jpg.rf.070e2d19c8c4770c75b8a219aa8fd224.jpg,800,500,HR,608,63,673,109
hcgranchi_sicu_mon-326_2022_11_12_0_0_33_jpeg_jpg.rf.070e2d19c8c4770c75b8a219aa8fd224.jpg,800,500,SBP,605,127,648,159
hcgranchi_sicu_mon-326_2022_11_12_0_0_33_jpeg_jpg.rf.070e2d19c8c4770c75b8a219aa8fd224.jpg,800,500,DBP,687,128,722,162
hcgranchi_sicu_mon-326_2022_11_12_0_0_33_jpeg_jpg.rf.070e2d19c8c4770c75b8a219aa8fd224.jpg,800,500,MAP,771,132,791,150
hcgranchi_sicu_mon-326_2022_11_12_0_0_33_jpeg_jpg.rf.070e2d19c8c4770c75b8a219aa8fd224.jpg,800,500,SPO2,601,246,667,294
hcgranchi_sicu_mon-326_2022_11_12_0_0_33_jpeg_jpg.rf.070e2d19c8c4770c75b8a219aa8fd224.jpg,800,500,RR,593,308,648,358
hcgnagpur_icu_mon-401_2022_10_5_11_30_4_jpeg_jpg.rf.072e6686a2ffed0a90fb753c61813f9d.jpg,800,500,HR,49,29,274,140
hcgnagpur_icu_mon-401_2022_10_5_11_30_4_jpeg_jpg.rf.072e6686a2ffed0a90fb753c61813f9d.jpg,800,500,SBP,50,208,164,260
hcgnagpur_icu_mon-401_2022_10_5_11_30_4_jpeg_jpg.rf.072e6686a2ffed0a90fb753c61813f9d.jpg,800,500,DBP,223,204,299,255
hcgnagpur_icu_mon-401_2022_10_5_11_30_4_jpeg_jpg.rf.072e6686a2ffed0a90fb753c61813f9d.jpg,800,500,MAP,138,261,228,288
hcgnagpur_icu_mon-401_2022_10_5_11_30_4_jpeg_jpg.rf.072e6686a2ffed0a90fb753c61813f9d.jpg,800,500,SPO2,166,328,291,405
hcgnagpur_icu_mon-401_2022_10_5_11_30_4_jpeg_jpg.rf.072e6686a2ffed0a90fb753c61813f9d.jpg,800,500,RR,241,428,305,468
charaklucknow_icu_mon-3_2022_10_25_21_15_24_jpeg_jpg.rf.08fdebf5ce810aa30fbde4610bd4cb3d.jpg,800,500,HR,124,77,262,161
charaklucknow_icu_mon-3_2022_10_25_21_15_24_jpeg_jpg.rf.08fdebf5ce810aa30fbde4610bd4cb3d.jpg,800,500,SBP,53,226,149,270
charaklucknow_icu_mon-3_2022_10_25_21_15_24_jpeg_jpg.rf.08fdebf5ce810aa30fbde4610bd4cb3d.jpg,800,500,DBP,203,225,273,268
charaklucknow_icu_mon-3_2022_10_25_21_15_24_jpeg_jpg.rf.08fdebf5ce810aa30fbde4610bd4cb3d.jpg,800,500,MAP,120,272,201,299
charaklucknow_icu_mon-3_2022_10_25_21_15_24_jpeg_jpg.rf.08fdebf5ce810aa30fbde4610bd4cb3d.jpg,800,500,SPO2,85,333,235,396
charaklucknow_icu_mon-3_2022_10_25_21_15_24_jpeg_jpg.rf.08fdebf5ce810aa30fbde4610bd4cb3d.jpg,800,500,RR,213,434,266,468
siukaphahospital_icu_mon-5_2022_12_3_18_15_49_jpeg_jpg.rf.0826a25d6eab8ecf31a090716a2cc157.jpg,800,500,HR,538,47,736,130
siukaphahospital_icu_mon-5_2022_12_3_18_15_49_jpeg_jpg.rf.0826a25d6eab8ecf31a090716a2cc157.jpg,800,500,SBP,62,431,180,484
siukaphahospital_icu_mon-5_2022_12_3_18_15_49_jpeg_jpg.rf.0826a25d6eab8ecf31a090716a2cc157.jpg,800,500,DBP,208,430,288,483
siukaphahospital_icu_mon-5_2022_12_3_18_15_49_jpeg_jpg.rf.0826a25d6eab8ecf31a090716a2cc157.jpg,800,500,MAP,409,424,464,460
